-714	6647	13
-557	6647	9
-502	6647	6
-297	6647	12
-280	6647	5
-278	6647	8
-254	6647	2
-232	6647	1
-231	6647	2
-230	6647	2
-229	6647	1
-227	6647	3
-226	6647	3
-222	6647	7
-177	6647	7
-121	6647	7
-92	6647	5
-91	6647	3
-89	6647	4
-88	6647	6
-87	6647	1
-86	6647	1
-82	6647	10
-79	6647	10
-76	6647	14
-73	6647	1
-66	6647	3
-61	6647	6
-60	6647	13
-56	6647	10
-55	6647	14
-54	6647	12
-51	6647	13
-40	6647	72
-40	6654	7
-39	6647	2
-39	6654	7
-33	6647	20
-31	6647	15
-27	6693	13
-25	3306	1
-25	6647	31
-20	3311	1
-19	3312	1
-15	6732	5
-11	6647	11
-2	6648	1
0	6646	220
0	6647	684
0	6653	30
0	6659	1
0	6661	63
1	636	2
1	637	6
1	638	2
1	639	3
1	640	4
1	641	1
1	642	3
1	643	2
1	644	2
1	645	3
1	646	6
1	786	1
1	1633	9
1	2784	1
1	2914	14
1	2926	1
1	3019	10
1	3611	2
1	4712	12
1	6634	6
1	6638	23
1	6639	11
1	6640	3
1	6641	20
1	6642	15
1	6643	79
1	6644	14
1	6645	198
1	6646	1658
1	6647	59173
1	6648	691
1	6649	261
1	6650	122
1	6651	116
1	6652	176
1	6653	137
1	6654	96
1	6655	124
1	6656	208
1	6657	728
1	6658	239
1	6659	1420
1	6660	1746
1	6661	5186
1	6662	1208
1	6663	280
1	6664	251
1	6676	9
1	6677	5
1	6679	7
1	6680	2
1	6686	16
1	6690	14
1	6691	15
1	6692	9
1	6693	182
1	6695	12
1	6696	12
1	6697	5
1	6723	8
1	6726	7
1	6727	9
1	6728	15
1	6739	14
2	6644	11
2	6647	7178
2	6648	37
2	6650	19
2	6651	24
2	6656	41
2	6657	9
2	6658	13
2	6659	80
2	6660	262
2	6661	328
2	6662	79
2	6728	6
3	6645	10
3	6647	413
3	6649	34
3	6651	25
3	6652	32
3	6658	25
3	6659	9
3	6660	109
3	6662	320
3	6729	7
4	6643	20
4	6646	9
4	6647	106
4	6648	2
4	6649	47
4	6651	1
4	6656	19
4	6659	23
4	6663	1
5	6646	54
5	6647	162
5	6648	1
5	6657	19
5	6706	4
6	6644	1
6	6647	35
6	6649	1
6	6662	6
6	6707	5
7	3593	3
7	6644	2
7	6647	176
7	6663	8
7	6708	5
8	6644	3
8	6646	146
8	6647	721
8	6648	2
8	6649	2
8	6660	54
8	6661	31
8	6662	10
8	6664	8
9	6627	1
9	6644	3
9	6645	37
9	6647	132
9	6648	73
9	6649	1
9	6651	1
9	6663	15
10	6629	1
10	6638	8
10	6640	15
10	6644	1
10	6646	31
10	6647	96
10	6648	13
10	6660	9
10	6661	5
11	3282	1
11	6629	1
11	6639	7
11	6647	47
11	6648	1
11	6656	14
11	6659	13
11	6661	18
12	6631	6
12	6633	391
12	6634	1
12	6636	12
12	6647	83
12	6661	6
13	6631	36
13	6633	1
13	6634	450
13	6635	1
13	6637	10
13	6647	4
14	6632	32
14	6635	434
14	6638	10
14	6647	82
14	6661	1
15	6633	31
15	6636	457
15	6647	1
16	4764	1
16	6634	24
16	6637	419
611	2784	1
611	6646	1
611	6647	35
611	6656	2
611	6659	1
611	6660	6
611	6661	3
614	6647	1
638	6647	1
638	6650	1
639	6647	1
642	6647	2
643	6647	3
645	6647	1
646	6647	1
675	6647	1
688	6647	1
695	6645	1
695	6647	1
696	6646	1
696	6647	3
696	6661	1
697	6647	1
700	6647	3
700	6650	1
701	645	1
701	2500	1
701	6635	3
701	6638	1
701	6639	4
701	6640	2
701	6641	5
701	6642	3
701	6643	5
701	6644	5
701	6645	6
701	6646	82
701	6647	5677
701	6648	72
701	6649	14
701	6650	15
701	6651	3
701	6652	3
701	6653	5
701	6654	4
701	6657	4
701	6658	3
701	6659	14
701	6660	22
701	6661	23
702	6634	1
702	6641	6
702	6647	3
703	6637	2
703	6642	5
703	6644	1
703	6647	14
704	6642	2
704	6643	5
704	6646	1
704	6647	23
704	6648	1
704	6660	1
705	6639	1
706	6640	1
722	6647	7
776	6647	6
785	6647	5
802	6647	7
891	6647	6
931	6647	4
1020	6647	1
1101	6647	8
1131	6647	9
1162	6647	6
1172	6647	12
1176	6647	5
1245	6647	12
1259	6647	8
1379	6647	8
1381	6647	15
1386	6647	11
1388	6647	5
1433	6647	9
1435	6647	11
1582	6647	1
2713	6647	16
2713	6658	4
2713	6659	3
2713	6660	11
2713	6661	13
2785	6647	39
2799	6647	4
2803	6647	5
2827	6647	1
2848	6648	1
2849	6647	11
2850	6647	17
2851	6647	4
2852	6647	13
2852	6648	2
2852	6662	1
2853	6647	25
2853	6663	1
2853	6664	3
2854	6645	5
2854	6646	7
2854	6647	30
2854	6648	8
2854	6656	11
2854	6664	2
2855	6645	26
2855	6646	38
2855	6647	269
2855	6648	1
2855	6660	15
