-626	2733	4
-625	2734	4
-624	2735	8
-623	2736	5
-622	2737	4
-621	2738	5
-620	2739	5
-121	2806	67
-120	2806	2
-117	2806	1
-116	2806	1
-112	2806	1
-105	3121	27
-100	3406	1
-99	3407	3
-97	3409	4
-96	3410	2
-95	3411	3
-94	3412	2
-93	3413	2
-92	3414	3
-91	3415	1
-90	3416	3
-89	3471	1
-88	3472	3
-68	2712	18
-67	2712	21
-38	3271	3
-38	3486	1
-37	3272	5
-37	3487	2
-36	3273	2
-36	3602	1
-35	3274	6
-35	3489	1
-35	3597	1
-35	3603	2
-34	3275	3
-34	3490	3
-34	3598	1
-34	3604	3
-33	3276	4
-33	3491	3
-33	3605	1
-32	3277	1
-32	3606	1
-31	3037	8
-31	3278	2
-31	3301	9
-31	3601	1
-31	3607	1
-30	3037	11
-30	3302	8
-30	3608	2
-29	3037	8
-29	3303	7
-28	3304	11
-28	3604	1
-25	3306	9
-24	3307	4
-23	3308	8
-22	3309	10
-21	3310	9
-20	3311	3
-19	3312	6
-18	3313	6
-17	3314	7
-16	3315	3
-3	3589	1
0	2710	1
0	2728	1
0	2778	5
0	2779	1
0	2781	2
0	2782	51
0	2783	60
0	2784	572
0	3089	44
0	3094	23
0	3300	2
1	-180	1
1	636	2
1	1633	28
1	2679	1
1	2684	127
1	2687	1
1	2693	12
1	2694	9
1	2695	107
1	2696	13
1	2697	10
1	2698	56
1	2701	50
1	2703	1
1	2704	2
1	2706	2
1	2709	303
1	2710	293
1	2711	456
1	2712	672
1	2714	1
1	2722	29
1	2742	41
1	2746	75
1	2760	36
1	2762	21
1	2763	15
1	2764	23
1	2768	56
1	2769	31
1	2770	159
1	2771	2
1	2772	95
1	2776	85
1	2778	31
1	2779	316
1	2780	497
1	2781	577
1	2782	2595
1	2783	4222
1	2784	31690
1	2786	61
1	2787	2
1	2788	56
1	2789	11
1	2790	14
1	2791	8
1	2793	37
1	2794	34
1	2800	39
1	2802	25
1	2803	19
1	2805	50
1	2806	7
1	2809	9
1	2810	10
1	2811	47
1	2812	5
1	2819	53
1	2823	48
1	2827	40
1	2836	73
1	2837	32
1	2854	41
1	2871	31
1	2872	57
1	2877	41
1	2878	37
1	2897	43
1	2898	23
1	2914	3081
1	2919	24
1	2923	39
1	2926	337
1	2929	36
1	2930	121
1	2976	42
1	3019	1831
1	3020	32
1	3021	51
1	3064	32
1	3085	42
1	3087	33
1	3106	18
1	3108	41
1	3109	27
1	3133	39
1	3135	1
1	3137	23
1	3138	70
1	3139	20
1	3140	43
1	3141	29
1	3142	41
1	3143	12
