E00487:410:HWJG5CCXY:3:1101:5426:1995	35SEXT	100.000	37	0	0	1	37	7860	7896	2.68e-17	73.8
E00487:410:HWJG5CCXY:3:1101:5426:1995	35SEXT	96.552	29	1	0	37	65	4104	4132	3.88e-10	50.1
E00487:410:HWJG5CCXY:3:1101:5507:1995	35SEXT	100.000	38	0	0	1	38	7860	7897	7.51e-18	75.8
E00487:410:HWJG5CCXY:3:1101:5507:1995	35SEXT	100.000	35	0	0	37	71	4098	4132	4.63e-16	69.9
E00487:410:HWJG5CCXY:3:1101:6177:1995	35SEXT	97.619	42	1	0	32	73	4091	4132	7.75e-18	75.8
E00487:410:HWJG5CCXY:3:1101:6177:1995	35SEXT	100.000	37	0	0	1	37	7860	7896	3.06e-17	73.8
E00487:410:HWJG5CCXY:3:1101:10724:1995	35SEXT	100.000	38	0	0	1	38	7860	7897	7.51e-18	75.8
E00487:410:HWJG5CCXY:3:1101:10724:1995	35SEXT	100.000	35	0	0	37	71	4098	4132	4.63e-16	69.9
E00487:410:HWJG5CCXY:3:1101:11880:1995	35SEXT	100.000	36	0	0	1	36	7860	7895	1.15e-16	71.9
E00487:410:HWJG5CCXY:3:1101:11880:1995	35SEXT	100.000	34	0	0	37	70	4099	4132	1.80e-15	67.9
E00487:410:HWJG5CCXY:3:1101:13890:1995	35SEXT	100.000	37	0	0	1	37	7860	7896	2.63e-17	73.8
E00487:410:HWJG5CCXY:3:1101:13890:1995	35SEXT	100.000	28	0	0	37	64	4105	4132	6.18e-12	56.0
E00487:410:HWJG5CCXY:3:1101:15818:1995	35SEXT	95.000	60	3	0	38	97	4073	4132	1.14e-23	95.6
E00487:410:HWJG5CCXY:3:1101:15818:1995	35SEXT	100.000	37	0	0	1	37	7860	7896	4.16e-17	73.8
E00487:410:HWJG5CCXY:3:1101:30959:1995	35SEXT	100.000	39	0	0	1	39	7860	7898	3.71e-18	77.8
E00487:410:HWJG5CCXY:3:1101:30959:1995	35SEXT	92.857	28	2	0	40	67	4104	4131	8.08e-07	40.1
E00487:410:HWJG5CCXY:3:1101:19989:2012	35SEXT	100.000	37	0	0	1	37	7860	7896	2.92e-17	73.8
E00487:410:HWJG5CCXY:3:1101:19989:2012	35SEXT	100.000	33	0	0	38	70	4100	4132	7.12e-15	65.9
E00487:410:HWJG5CCXY:3:1101:23358:2012	35SEXT	100.000	39	0	0	43	81	4094	4132	2.21e-18	77.8
E00487:410:HWJG5CCXY:3:1101:23358:2012	35SEXT	97.436	39	1	0	1	39	7860	7898	5.38e-16	69.9
E00487:410:HWJG5CCXY:3:1101:6197:2030	35SEXT	100.000	37	0	0	1	37	7860	7896	2.73e-17	73.8
E00487:410:HWJG5CCXY:3:1101:6197:2030	35SEXT	100.000	32	0	0	35	66	4101	4132	2.63e-14	63.9
E00487:410:HWJG5CCXY:3:1101:8795:2030	35SEXT	97.297	37	1	0	1	37	7860	7896	6.53e-15	65.9
E00487:410:HWJG5CCXY:3:1101:8795:2030	35SEXT	100.000	29	0	0	37	65	4104	4132	1.59e-12	58.0
E00487:410:HWJG5CCXY:3:1101:17827:2030	35SEXT	100.000	38	0	0	38	75	4095	4132	7.99e-18	75.8
E00487:410:HWJG5CCXY:3:1101:17827:2030	35SEXT	100.000	37	0	0	1	37	7860	7896	3.16e-17	73.8
E00487:410:HWJG5CCXY:3:1101:6593:2047	35SEXT	100.000	38	0	0	1	38	7860	7897	7.15e-18	75.8
E00487:410:HWJG5CCXY:3:1101:6593:2047	35SEXT	100.000	31	0	0	38	68	4102	4132	1.07e-13	61.9
