-603	1	0.000006
-600	1	0.000006
-598	1	0.000006
-597	1	0.000006
-595	10	0.000058
-593	7	0.000040
-591	2	0.000012
-590	2	0.000012
-589	1	0.000006
-588	1	0.000006
-587	1	0.000006
-585	1	0.000006
-583	6	0.000035
-582	3	0.000017
-581	6	0.000035
-580	7	0.000040
-579	10	0.000058
-578	27	0.000156
-577	47	0.000271
-576	102	0.000589
-575	150	0.000866
-574	17	0.000098
-573	6	0.000035
-569	1	0.000006
-565	2	0.000012
-564	1	0.000006
-544	1	0.000006
-539	3	0.000017
-538	5	0.000029
-537	1	0.000006
-530	1	0.000006
-487	3	0.000017
-481	2	0.000012
-480	5	0.000029
-468	1	0.000006
-465	2	0.000012
-461	1	0.000006
-460	1	0.000006
-457	3	0.000017
-454	1	0.000006
-452	1	0.000006
-450	1	0.000006
-431	1	0.000006
-386	1	0.000006
-379	1	0.000006
-378	1	0.000006
-371	1	0.000006
-368	1	0.000006
-366	1	0.000006
-355	1	0.000006
-351	1	0.000006
-349	1	0.000006
-348	2	0.000012
-343	1	0.000006
-342	1	0.000006
-339	1	0.000006
-331	1	0.000006
-325	2	0.000012
-324	3	0.000017
-323	1	0.000006
-321	1	0.000006
-306	1	0.000006
-305	1	0.000006
-239	2	0.000012
-225	3	0.000017
-190	3	0.000017
-189	1	0.000006
-128	1	0.000006
-127	2	0.000012
-126	1	0.000006
-101	1	0.000006
-100	1	0.000006
-99	1	0.000006
-98	1	0.000006
-88	1	0.000006
-87	1	0.000006
-86	3	0.000017
-84	1	0.000006
-83	6	0.000035
-82	7	0.000040
-81	7	0.000040
-80	8	0.000046
-79	32	0.000185
-78	55	0.000318
-77	42	0.000243
-76	27	0.000156
-75	17	0.000098
-74	13	0.000075
-73	16	0.000092
-72	8	0.000046
-71	13	0.000075
-70	4	0.000023
-69	8	0.000046
-68	4	0.000023
-67	4	0.000023
-65	5	0.000029
-64	3	0.000017
-63	3	0.000017
-62	13	0.000075
-61	13	0.000075
-60	10	0.000058
-59	10	0.000058
-58	6	0.000035
-57	3	0.000017
-56	3	0.000017
-55	5	0.000029
-54	2	0.000012
-53	2	0.000012
-51	2	0.000012
-50	4	0.000023
-49	2	0.000012
-48	3	0.000017
-47	32	0.000185
-46	51	0.000295
-45	33	0.000191
-44	52	0.000300
-43	29	0.000167
-42	49	0.000283
-41	49	0.000283
-40	41	0.000237
-39	42	0.000243
-38	39	0.000225
-37	33	0.000191
-36	46	0.000266
-35	192	0.001109
-34	130	0.000751
-33	149	0.000861
-32	121	0.000699
-31	117	0.000676
-30	135	0.000780
-29	166	0.000959
-28	148	0.000855
-27	154	0.000889
-26	161	0.000930
-25	192	0.001109
-24	18	0.000104
-23	13	0.000075
-22	16	0.000092
-21	21	0.000121
-20	22	0.000127
-19	16	0.000092
-18	10	0.000058
-17	14	0.000081
-16	14	0.000081
-15	13	0.000075
-14	2	0.000012
-13	14	0.000081
-12	21	0.000121
-11	43	0.000248
-10	38	0.000219
-9	59	0.000341
-8	375	0.002166
-7	13232	0.076420
-6	13237	0.076449
-5	13079	0.075536
-4	13358	0.077147
-3	13578	0.078418
-2	818	0.004724
-1	1226	0.007081
0	91931	0.530936
1	274	0.001582
2	555	0.003205
3	112	0.000647
4	238	0.001375
5	666	0.003846
6	1173	0.006775
7	1064	0.006145
8	708	0.004089
9	332	0.001917
10	204	0.001178
11	12	0.000069
12	3	0.000017
15	3	0.000017
16	2	0.000012
17	2	0.000012
18	4	0.000023
21	3	0.000017
23	3	0.000017
24	3	0.000017
29	1	0.000006
32	1	0.000006
33	2	0.000012
34	2	0.000012
35	2	0.000012
36	1	0.000006
38	4	0.000023
39	2	0.000012
40	2	0.000012
41	1	0.000006
42	1	0.000006
45	1	0.000006
46	2	0.000012
47	1	0.000006
50	1	0.000006
51	1	0.000006
55	1	0.000006
56	2	0.000012
60	2	0.000012
62	4	0.000023
66	1	0.000006
69	1	0.000006
71	1	0.000006
76	3	0.000017
77	1	0.000006
78	1	0.000006
79	2	0.000012
80	3	0.000017
84	2	0.000012
87	1	0.000006
90	4	0.000023
91	1	0.000006
93	1	0.000006
95	1	0.000006
96	4	0.000023
97	2	0.000012
98	5	0.000029
99	4	0.000023
